itu_bdt_regions,iso_code,entity_name,year,currency,type,value
The Americas,BOL,Bolivia (Plurinational State of),2018,PPP,Mobile Data and Voice High Usage,67.24
The Americas,BOL,Bolivia (Plurinational State of),2019,PPP,Mobile Data and Voice High Usage,67.24
The Americas,BOL,Bolivia (Plurinational State of),2020,PPP,Mobile Data and Voice High Usage,88.95
The Americas,BOL,Bolivia (Plurinational State of),2018,USD,Mobile Data and Voice High Usage,33.57
The Americas,BOL,Bolivia (Plurinational State of),2019,USD,Mobile Data and Voice High Usage,33.57
The Americas,BOL,Bolivia (Plurinational State of),2020,USD,Mobile Data and Voice High Usage,33.57
The Americas,BRA,Brazil,2018,GNIpc,Mobile Data and Voice High Usage,1.8
The Americas,BRA,Brazil,2019,GNIpc,Mobile Data and Voice High Usage,1.8
The Americas,BRA,Brazil,2020,GNIpc,Mobile Data and Voice High Usage,1.43
The Americas,BRA,Brazil,2018,PPP,Mobile Data and Voice High Usage,22.23
The Americas,BRA,Brazil,2019,PPP,Mobile Data and Voice High Usage,22.23
The Americas,BRA,Brazil,2020,PPP,Mobile Data and Voice High Usage,16.67
The Americas,BRA,Brazil,2018,USD,Mobile Data and Voice High Usage,13.68
The Americas,BRA,Brazil,2019,USD,Mobile Data and Voice High Usage,13.68
The Americas,BRA,Brazil,2020,USD,Mobile Data and Voice High Usage,7.43
The Americas,CHL,Chile,2018,GNIpc,Mobile Data and Voice High Usage,1.52
The Americas,CHL,Chile,2019,GNIpc,Mobile Data and Voice High Usage,1.52
The Americas,CHL,Chile,2020,GNIpc,Mobile Data and Voice High Usage,1.13
The Americas,CHL,Chile,2018,PPP,Mobile Data and Voice High Usage,25.8
The Americas,CHL,Chile,2019,PPP,Mobile Data and Voice High Usage,25.78
The Americas,CHL,Chile,2020,PPP,Mobile Data and Voice High Usage,19.42
The Americas,CHL,Chile,2018,USD,Mobile Data and Voice High Usage,18.56
The Americas,CHL,Chile,2019,USD,Mobile Data and Voice High Usage,18.54
The Americas,CHL,Chile,2020,USD,Mobile Data and Voice High Usage,11.85
The Americas,COL,Colombia,2018,GNIpc,Mobile Data and Voice High Usage,2.62
The Americas,COL,Colombia,2019,GNIpc,Mobile Data and Voice High Usage,2.62
The Americas,COL,Colombia,2020,GNIpc,Mobile Data and Voice High Usage,2.35
The Americas,COL,Colombia,2018,PPP,Mobile Data and Voice High Usage,28.34
The Americas,COL,Colombia,2019,PPP,Mobile Data and Voice High Usage,28.34
The Americas,COL,Colombia,2020,PPP,Mobile Data and Voice High Usage,27.12
The Americas,COL,Colombia,2018,USD,Mobile Data and Voice High Usage,13.53
The Americas,COL,Colombia,2019,USD,Mobile Data and Voice High Usage,13.53
The Americas,COL,Colombia,2020,USD,Mobile Data and Voice High Usage,10.55
The Americas,MEX,Mexico,2018,GNIpc,Mobile Data and Voice High Usage,1.36
The Americas,MEX,Mexico,2019,GNIpc,Mobile Data and Voice High Usage,1.36
The Americas,MEX,Mexico,2020,GNIpc,Mobile Data and Voice High Usage,1.3
The Americas,MEX,Mexico,2018,PPP,Mobile Data and Voice High Usage,19.66
The Americas,MEX,Mexico,2019,PPP,Mobile Data and Voice High Usage,19.66
The Americas,MEX,Mexico,2020,PPP,Mobile Data and Voice High Usage,18.8
The Americas,MEX,Mexico,2018,USD,Mobile Data and Voice High Usage,10.39
The Americas,MEX,Mexico,2019,USD,Mobile Data and Voice High Usage,10.39
The Americas,MEX,Mexico,2020,USD,Mobile Data and Voice High Usage,8.8
The Americas,PRY,Paraguay,2018,GNIpc,Mobile Data and Voice High Usage,5.55
The Americas,PRY,Paraguay,2019,GNIpc,Mobile Data and Voice High Usage,4.81
The Americas,PRY,Paraguay,2020,GNIpc,Mobile Data and Voice High Usage,3.59
The Americas,PRY,Paraguay,2018,PPP,Mobile Data and Voice High Usage,56.27
The Americas,PRY,Paraguay,2019,PPP,Mobile Data and Voice High Usage,48.79
The Americas,PRY,Paraguay,2020,PPP,Mobile Data and Voice High Usage,37.47
The Americas,PRY,Paraguay,2018,USD,Mobile Data and Voice High Usage,26.26
The Americas,PRY,Paraguay,2019,USD,Mobile Data and Voice High Usage,22.77
The Americas,PRY,Paraguay,2020,USD,Mobile Data and Voice High Usage,14.39
The Americas,PER,Peru,2018,GNIpc,Mobile Data and Voice High Usage,1.57
The Americas,PER,Peru,2019,GNIpc,Mobile Data and Voice High Usage,1.68
The Americas,PER,Peru,2020,GNIpc,Mobile Data and Voice High Usage,1.51
The Americas,PER,Peru,2018,PPP,Mobile Data and Voice High Usage,16.21
The Americas,PER,Peru,2019,PPP,Mobile Data and Voice High Usage,17.37
The Americas,PER,Peru,2020,PPP,Mobile Data and Voice High Usage,14.9
The Americas,PER,Peru,2018,USD,Mobile Data and Voice High Usage,8.52
The Americas,PER,Peru,2019,USD,Mobile Data and Voice High Usage,9.13
The Americas,PER,Peru,2020,USD,Mobile Data and Voice High Usage,8.23
Europe countries,ESP,Spain,2018,GNIpc,Mobile Data and Voice High Usage,0.88
Europe countries,ESP,Spain,2019,GNIpc,Mobile Data and Voice High Usage,0.9
Europe countries,ESP,Spain,2020,GNIpc,Mobile Data and Voice High Usage,1.03
Europe countries,ESP,Spain,2018,PPP,Mobile Data and Voice High Usage,25.45
Europe countries,ESP,Spain,2019,PPP,Mobile Data and Voice High Usage,26.19
Europe countries,ESP,Spain,2020,PPP,Mobile Data and Voice High Usage,32.28
Europe countries,ESP,Spain,2018,USD,Mobile Data and Voice High Usage,21.49
Europe countries,ESP,Spain,2019,USD,Mobile Data and Voice High Usage,22.12
Europe countries,ESP,Spain,2020,USD,Mobile Data and Voice High Usage,25.78
The Americas,USA,United States,2018,GNIpc,Mobile Data and Voice High Usage,0.83
The Americas,USA,United States,2019,GNIpc,Mobile Data and Voice High Usage,0.83
The Americas,USA,United States,2020,GNIpc,Mobile Data and Voice High Usage,0.79
The Americas,USA,United States,2018,PPP,Mobile Data and Voice High Usage,43.55
The Americas,USA,United States,2019,PPP,Mobile Data and Voice High Usage,43.55
The Americas,USA,United States,2020,PPP,Mobile Data and Voice High Usage,43.55
The Americas,USA,United States,2018,USD,Mobile Data and Voice High Usage,43.55
The Americas,USA,United States,2019,USD,Mobile Data and Voice High Usage,43.55
The Americas,USA,United States,2020,USD,Mobile Data and Voice High Usage,43.55
The Americas,URY,Uruguay,2018,GNIpc,Mobile Data and Voice High Usage,1.62
The Americas,URY,Uruguay,2019,GNIpc,Mobile Data and Voice High Usage,1.76
The Americas,URY,Uruguay,2020,GNIpc,Mobile Data and Voice High Usage,1.52
The Americas,URY,Uruguay,2018,PPP,Mobile Data and Voice High Usage,25.35
The Americas,URY,Uruguay,2019,PPP,Mobile Data and Voice High Usage,27.54
The Americas,URY,Uruguay,2020,PPP,Mobile Data and Voice High Usage,24.58
The Americas,URY,Uruguay,2018,USD,Mobile Data and Voice High Usage,21.12
The Americas,URY,Uruguay,2019,USD,Mobile Data and Voice High Usage,22.95
The Americas,URY,Uruguay,2020,USD,Mobile Data and Voice High Usage,15.84
